totalfakebinary18_pre,pol_therm_media,misinform_soros_w2,misinform_jamal_w2,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary_w2,vote_combined_w2,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
NA,12,NA,NA,NA,1,3,1,0,0,0,0,2.5,NA,0,NA,NA,4,4,64,4,0,0,1.051094005,0
0,11,3,1,29,2,3,1,0,0,1,5,3.799999952,2,0,0,NA,5,5,81,4,0,1,0.433007053,1
NA,3,2,2,18,2,2,1,0,0,1,4,1,2,0,0,NA,4,4,80,3,0,0,0.661795901,1
0,13,4,1,9,2,3,3,0,1,1,4,3.599999905,2,0,0,NA,4,4,79,4,0,1,0.646432379,0
0,0,1,3,1,1,3,3,0,1,1,4,2,1,0,0,NA,1,5,0,4,0,1,0.328285446,0
0,6,4,2,16,2,4,1,0,0,1,5,2,2,0,0,NA,7,5,55,4,0,1,0.626859907,1
0,41,3,2,11,2,3,1,0,1,1,5,4.400000095,1,0,0,NA,2,5,0,2,0,1,0.971557592,0
0,90,1,1,71,3,4,3,0,1,1,4,4,3,0,0,NA,3,5,2,4,0,1,0.351623311,0
0,66,NA,NA,NA,1,4,1,0,0,0,0,1.399999976,NA,0,NA,NA,5,5,100,3,0,0,1.347074405,0
1,3,1,2,52,3,2,3,0,1,1,4,2.799999952,3,0,0,NA,4,2,0,3,0,0,0.488629064,0
0,50,1,2,61,2,2,2,1,0,1,4,1,3,0,0,NA,4,4,0,3,0,0,0.765941895,0
0,24,3,1,13,2,1,1,1,0,0,1,1,2,0,0,NA,4,5,51,4,0,0,1.122979361,0
0,10,3,3,49,2,3,2,0,0,0,1,3,2,0,0,NA,7,1,11,4,0,0,0.751501374,1
NA,31,NA,NA,NA,2,3,3,0,0,0,0,3.400000095,NA,0,NA,NA,5,2,81,2,1,0,0.438875783,0
0,47,2,3,27,2,1,1,1,0,1,4,2.400000095,2,0,0,NA,5,1,20,3,0,0,1.122979361,0
NA,NA,2,2,1,1,1,1,0,1,0,1,3,1,NA,0,NA,4,1,NA,2,1,0,3.558411054,0
0,53,3,3,39,3,3,3,0,1,0,2,1,3,0,0,NA,4,2,69,3,0,0,0.320352782,0
0,55,2,2,42,3,1,4,1,0,1,5,2.599999905,3,0,0,NA,6,2,57,2,1,0,0.893212641,0
1,12,2,1,1,2,3,1,1,0,1,5,3,2,0,0,NA,5,4,89,4,1,1,0.795345293,0
0,48,NA,NA,NA,3,2,2,0,0,0,0,2,NA,0,NA,NA,2,1,13,2,1,0,0.652637135,0
0,NA,3,3,40,3,2,2,1,0,0,1,3,3,0,0,NA,4,1,41,3,1,0,0.839346233,0
1,10,3,1,10,2,4,1,0,0,1,5,4,1,0,0,NA,4,5,90,4,0,1,0.562601626,1
0,1,4,1,0,1,4,1,0,0,1,4,4,1,0,0,NA,6,5,100,4,0,0,0.768304091,1
0,NA,3,1,0,1,1,2,0,1,1,4,3,2,0,0,NA,4,1,0,1,1,0,2.040730842,0
0,51,1,1,70,3,3,3,1,0,1,4,3,3,0,0,NA,2,3,18,4,0,1,0.436862489,0
NA,51,1,1,44,3,1,1,0,0,1,5,3.200000048,2,0,0,NA,2,4,1,3,1,0,0.513299428,1
0,50,NA,NA,NA,3,3,4,0,0,0,0,2.599999905,NA,0,NA,NA,3,4,12,4,0,0,1.011161806,0
0,27,2,2,12,2,3,2,0,0,1,4,1,2,0,0,NA,4,5,0,4,0,1,0.266350077,1
0,39,2,3,42,3,3,4,0,0,1,5,3,3,0,0,NA,1,2,2,2,1,0,1.303363094,1
0,4,3,1,8,2,3,3,0,1,1,4,1.799999952,2,0,0,NA,4,4,94,2,0,0,1.249715426,0
0,0,3,1,1,1,4,1,1,0,1,5,3.400000095,1,0,0,NA,4,5,99,4,1,0,0.424313409,0
0,15,2,1,34,2,2,3,0,1,0,3,1.799999952,2,0,0,NA,5,2,22,1,0,1,0.871727811,0
0,10,1,1,31,2,1,3,0,0,1,4,3.599999905,3,0,0,NA,4,4,0,1,0,0,2.784588861,1
NA,0,4,4,0,1,1,1,0,1,0,1,1,1,0,0,NA,4,3,0,2,0,0,1.041816714,0
0,41,2,2,1,2,4,2,0,1,1,4,2.599999905,2,0,0,NA,5,5,61,2,0,1,0.673352927,0
0,5,3,2,4,1,4,1,0,0,1,4,3.799999952,1,0,0,NA,6,3,99,3,1,0,1.965343608,1
0,12,2,2,21,2,3,2,0,0,1,5,2.599999905,2,0,0,NA,1,5,1,3,1,1,0.514227153,1
0,5,2,1,5,2,4,1,0,1,1,4,1,2,0,0,NA,6,5,30,3,0,0,0.768304091,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.826329945,0
0,61,1,3,1,2,3,2,0,0,1,4,3,2,0,0,NA,3,4,1,4,0,0,0.210214792,1
0,61,3,3,54,3,4,4,1,0,0,1,1.200000048,2,NA,0,NA,4,1,9,2,1,0,0.893212641,0
0,59,4,2,14,3,1,1,0,1,1,5,3,3,0,0,NA,5,3,55,4,0,1,0.355034036,0
0,19,NA,NA,NA,2,4,2,0,0,0,0,3,NA,0,NA,NA,5,5,53,3,0,1,0.67243015,0
0,NA,NA,NA,NA,1,1,1,0,0,0,0,1,NA,NA,NA,NA,4,0,1,1,0,0,1.118907136,0
0,31,3,1,42,2,1,2,1,0,0,1,2,2,0,0,NA,4,3,85,3,0,0,0.668747814,0
NA,50,1,1,50,3,2,2,0,0,1,5,1.399999976,3,0,0,NA,5,3,0,2,1,0,0.692488625,1
0,29,1,1,41,2,3,2,0,0,1,4,2,2,0,0,NA,4,4,55,2,0,0,0.401037211,1
0,9,3,1,10,2,3,1,0,0,1,4,2.200000048,1,0,0,NA,4,3,44,3,1,1,1.608868417,1
0,85,NA,NA,NA,3,3,2,0,0,0,0,4.800000191,NA,0,NA,NA,4,5,1,4,0,0,0.424989615,0
0,69,1,1,80,3,4,3,0,0,0,1,3.200000048,3,0,0,NA,2,3,0,4,0,1,0.636131238,1
0,9,1,4,16,2,1,3,0,0,1,4,1,3,0,0,NA,4,5,0,3,1,0,0.999334555,1
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2.911338819,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.653059471,0
0,15,4,2,30,2,3,1,0,1,0,2,3.400000095,4,0,0,NA,6,4,70,3,1,1,0.897717769,0
0,81,1,4,23,4,4,4,0,0,1,4,1,4,0,0,NA,1,2,1,2,1,0,0.438875783,1
NA,2,4,4,1,1,3,3,1,0,0,1,3,1,0,0,NA,4,1,3,2,0,0,0.963423255,0
0,3,4,3,11,1,1,1,0,0,1,4,2.599999905,2,0,0,NA,7,3,92,2,0,0,1.672372577,1
0,60,1,2,50,3,1,4,0,0,1,4,3,3,0,0,NA,1,5,0,3,1,0,0.325311752,1
NA,49,3,3,50,2,2,2,0,1,0,2,3,2,0,0,NA,4,5,19,1,1,0,2.687346023,0
0,74,2,1,64,3,2,1,1,0,1,4,1,3,0,0,NA,5,3,3,3,0,0,0.515094018,0
1,1,4,1,1,1,1,1,1,0,1,4,5,1,0,0,NA,7,5,100,1,0,0,6.553582156,0
0,50,1,1,NA,2,1,1,1,0,0,1,1,2,0,NA,NA,4,1,35,2,1,0,2.242885743,0
0,52,3,3,30,3,2,2,0,0,0,1,1,3,0,NA,NA,1,1,3,3,1,0,6.927719253,1
0,0,2,2,12,2,2,3,0,1,0,2,1,3,0,0,NA,4,3,0,2,0,1,0.911812103,0
0,79,1,2,76,3,1,4,0,1,1,4,3.599999905,4,0,0,NA,4,5,48,4,1,1,0.8636125,0
0,32,2,1,22,2,2,1,0,0,1,5,4.199999809,2,0,0,NA,5,5,31,1,1,1,0.533510813,1
0,0,1,1,0,1,1,1,0,1,1,4,3.400000095,1,0,0,NA,7,0,0,3,0,0,0.765941895,0
NA,4,2,1,16,2,4,1,0,0,1,5,4.25,2,0,0,NA,7,4,86,2,1,1,0.909562256,1
0,61,NA,NA,NA,2,3,2,0,0,0,0,2.799999952,NA,0,NA,NA,3,1,79,1,0,0,1.771620146,0
NA,35,NA,NA,NA,2,3,1,0,0,0,0,2,NA,0,NA,NA,4,1,18,1,1,0,0.904146818,0
0,4,1,2,37,2,2,1,0,0,1,5,1.399999976,2,0,0,NA,1,2,0,4,0,0,0.246559924,1
0,97,3,1,100,4,1,4,0,1,0,2,3.400000095,4,0,0,NA,4,0,1,4,0,0,1.256283783,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.571422679,0
0,44,3,2,36,2,2,3,1,0,0,1,2.799999952,3,0,0,NA,4,1,67,2,0,0,0.657773844,0
NA,46,2,2,50,2,3,2,0,1,0,1,1.399999976,2,0,0,NA,5,3,56,2,1,0,0.928956428,0
NA,43,3,2,11,2,3,2,1,0,1,4,2,2,0,0,NA,3,3,5,2,0,1,0.360601359,0
NA,11,2,2,8,2,3,2,0,1,1,4,3.400000095,2,0,0,NA,4,4,4,2,0,1,0.562907227,0
NA,NA,2,2,37,2,2,2,0,0,0,1,1,2,NA,0,NA,4,1,NA,2,0,0,0.657773844,1
0,20,NA,NA,NA,2,4,1,0,0,0,0,2.400000095,NA,0,NA,NA,4,5,78,4,0,0,0.633906139,0
0,NA,3,2,81,3,2,2,0,1,0,1,2.200000048,3,NA,0,NA,5,2,51,3,0,0,0.575094279,0
0,7,3,2,4,2,3,3,0,0,1,5,1,2,0,0,NA,4,1,53,4,0,0,0.269343991,1
NA,21,3,3,30,2,1,1,1,0,0,1,1.799999952,2,0,0,NA,4,2,45,4,0,0,1.345121367,0
0,19,3,2,13,2,3,3,0,1,0,3,1.200000048,2,0,0,NA,4,1,5,4,0,0,0.331975546,0
0,91,1,1,88,3,2,3,0,0,1,4,3,3,0,0,NA,4,2,1,4,0,0,0.553245825,1
0,41,NA,NA,NA,2,1,4,0,0,0,0,1,NA,0,NA,NA,2,3,1,1,0,0,1.163094349,0
0,1,2,2,1,1,1,2,1,0,0,1,1,1,0,0,NA,4,1,66,1,0,0,1.488452083,0
0,99,NA,NA,91,2,2,4,0,0,0,1,1.399999976,3,0,0,NA,5,0,100,1,1,0,2.502294993,1
NA,35,NA,NA,NA,2,4,2,0,0,0,0,1.200000048,NA,0,NA,NA,4,4,0,1,0,0,1.103410063,0
0,50,1,1,50,3,1,1,0,0,1,4,1.600000024,3,0,0,NA,4,1,0,2,0,0,1.276552719,1
1,20,1,1,10,2,2,3,1,0,1,5,1,3,0,0,NA,4,3,0,4,0,0,0.251251965,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.438734165,0
0,21,NA,NA,NA,2,4,1,0,0,0,0,1,NA,0,NA,NA,5,5,66,3,0,0,0.98712173,0
0,21,3,1,20,2,4,1,0,1,1,5,3,2,0,0,NA,4,5,85,4,1,1,1.428181667,0
0,48,4,3,31,2,4,1,0,0,0,3,3.200000048,2,0,0,NA,4,2,58,1,0,0,4.668477571,1
0,31,2,2,29,2,3,1,0,1,1,4,3.400000095,2,0,0,NA,4,1,91,3,0,0,0.959595302,0
0,36,2,1,23,3,3,1,1,0,1,5,1.399999976,3,0,0,NA,1,3,0,2,0,1,0.77788175,0
0,5,3,2,31,2,3,1,0,1,1,4,1.799999952,2,0,0,NA,4,3,60,4,0,1,0.387841961,0
0,70,1,1,0,1,3,3,1,0,1,4,2.200000048,1,0,0,NA,4,3,93,2,0,0,1.494916923,0
0,91,1,3,84,3,2,3,1,0,1,5,1.799999952,3,0,0,NA,2,2,0,2,0,0,0.530998708,0
0,66,1,1,60,3,1,1,0,1,1,4,2.200000048,3,0,0,NA,4,5,0,4,0,1,0.611963924,0
0,7,NA,NA,NA,1,2,2,0,0,0,0,1,NA,0,NA,NA,4,1,30,2,0,0,0.657773844,0
0,38,3,2,53,3,3,2,0,1,0,1,1,3,0,0,NA,4,1,70,3,0,0,1.607709826,0
0,49,NA,NA,NA,3,2,2,0,0,0,0,3,NA,0,NA,NA,4,0,50,3,1,1,0.582995042,0
0,37,NA,NA,NA,2,4,1,0,0,0,0,3,NA,0,NA,NA,4,0,11,1,1,0,1.801435488,0
NA,15,3,3,66,3,3,3,1,0,1,5,3.200000048,3,0,0,NA,5,5,4,3,1,1,1.068287653,0
0,41,3,1,53,2,4,1,0,1,0,1,1,2,0,0,NA,6,3,71,3,0,0,0.68793115,0
0,80,NA,NA,NA,2,1,1,0,0,0,0,3,NA,0,NA,NA,4,2,100,4,0,0,1.122979361,0
NA,2,1,1,100,1,1,4,0,1,0,1,1,1,0,0,NA,4,1,1,2,0,0,0.623978161,0
0,50,4,4,48,3,4,1,0,1,0,1,1,3,0,NA,NA,4,1,69,3,0,0,0.769592725,0
0,48,2,1,50,2,3,2,0,0,1,5,3.200000048,2,0,0,NA,4,5,37,3,0,1,0.355034036,1
0,2,4,1,1,2,1,1,0,1,0,1,1.799999952,2,0,0,NA,4,1,50,3,0,0,0.575094279,0
0,4,2,1,6,1,3,1,1,0,0,1,2.400000095,1,0,0,NA,4,5,67,4,0,1,0.543071616,0
0,41,3,1,51,3,3,3,0,1,1,5,3,3,0,0,NA,5,5,69,4,0,0,1.345121367,0
0,51,NA,NA,NA,2,3,3,0,0,0,0,2.200000048,NA,0,NA,NA,4,2,9,2,0,0,0.861194299,0
0,75,1,2,80,4,2,2,0,0,1,4,3.200000048,3,0,0,NA,4,5,10,4,0,0,0.515094018,1
0,54,NA,1,62,3,3,2,0,0,0,2,1.799999952,3,0,0,NA,3,3,80,3,0,0,0.507925712,1
1,1,3,1,2,1,4,1,0,0,1,4,4.400000095,1,0,0,NA,7,5,98,2,1,0,0.899284036,1
0,25,3,1,1,2,4,1,0,0,1,4,2,2,0,0,NA,6,5,95,4,0,0,0.753956286,1
0,50,2,3,16,3,3,3,1,0,0,2,1.399999976,3,0,0,NA,5,2,0,4,1,0,2.99993634,0
0,50,3,2,34,3,3,4,1,0,1,4,3,2,0,0,NA,4,1,99,4,1,0,0.512455932,0
0,91,1,1,80,4,1,1,0,1,1,4,2.200000048,4,0,0,NA,3,5,5,4,0,1,0.290300865,0
0,NA,2,2,52,2,3,3,1,0,0,1,1,1,NA,NA,NA,4,0,NA,2,1,0,0.545145965,0
0,50,2,1,41,3,3,2,0,0,0,2,3.400000095,3,0,0,NA,4,4,16,3,0,0,0.575094279,1
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.396591407,0
0,34,3,2,50,3,2,2,0,1,0,3,3,3,0,0,NA,4,2,3,1,0,0,3.25349047,0
NA,37,NA,NA,NA,3,3,2,0,0,0,0,5,NA,0,NA,NA,1,5,0,1,1,0,1.503049498,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.215499206,0
0,51,3,3,1,1,3,3,0,1,0,1,1,3,0,0,NA,4,0,2,3,0,0,0.575094279,0
0,0,3,1,0,2,1,3,0,0,1,5,1,2,0,0,NA,4,4,1,1,0,1,1.918546059,1
0,0,3,2,36,2,2,1,0,1,1,4,1.399999976,2,0,NA,NA,4,0,100,3,0,0,0.768304091,0
NA,73,2,2,80,3,2,1,0,1,1,5,1,4,0,0,NA,4,4,0,4,0,0,0.903867306,0
0,69,2,3,52,3,2,2,0,0,1,4,2.599999905,3,0,0,NA,1,3,0,2,0,0,1.00223697,1
0,NA,NA,NA,NA,1,3,3,0,0,0,0,3,NA,NA,NA,NA,4,0,NA,1,1,0,3.645081157,0
0,63,NA,NA,NA,3,1,2,0,0,0,0,3,NA,0,NA,NA,1,4,2,1,0,1,0.779228669,0
0,NA,NA,NA,NA,1,3,2,0,0,0,0,2.599999905,NA,NA,NA,NA,4,0,12,1,1,1,0.938397249,0
NA,0,NA,NA,NA,1,4,1,0,0,0,0,2,NA,0,NA,NA,6,3,100,1,1,0,8.061954859,0
0,24,1,2,87,2,2,2,0,1,1,5,3.599999905,3,0,0,NA,4,2,14,1,0,0,1.118907136,0
0,80,1,1,69,3,2,2,0,0,0,3,1,3,0,0,NA,4,5,20,4,1,1,0.708212313,1
1,10,NA,NA,NA,2,3,1,0,0,0,0,4.199999809,NA,0,NA,NA,4,5,37,3,0,0,0.246559924,0
NA,75,2,1,85,3,3,4,1,0,1,5,1.399999976,4,0,0,NA,4,1,0,3,0,0,0.661795901,0
0,48,3,2,50,3,3,2,0,1,1,5,2.599999905,2,0,0,NA,4,2,68,4,0,0,0.591326215,0
NA,3,2,2,79,3,3,1,0,1,1,4,3,4,0,0,NA,2,5,12,2,0,0,1.494916923,0
NA,53,2,2,51,3,2,2,0,0,0,2,4.400000095,2,0,0,NA,4,3,53,1,1,0,2.793473089,1
NA,11,4,1,2,2,4,1,0,0,1,5,2,2,0,0,NA,7,4,100,4,1,0,0.555856393,1
0,71,3,1,71,3,4,1,1,0,1,5,1,3,0,0,NA,5,5,30,3,0,0,0.419423776,0
1,0,4,1,3,1,4,1,0,1,1,4,4.400000095,1,0,0,NA,6,3,98,3,0,0,1.347074405,0
0,52,3,1,75,2,2,2,0,0,0,1,3,3,0,0,NA,7,4,100,4,0,1,0.806739424,1
NA,NA,3,3,NA,2,3,3,0,0,0,1,2.200000048,3,NA,NA,NA,4,3,NA,1,1,0,0.905041995,1
0,43,4,3,91,3,2,2,1,0,1,5,3.400000095,4,0,0,NA,1,4,5,2,0,0,0.943848604,0
0,61,NA,NA,NA,3,1,3,0,0,0,0,3.200000048,NA,0,NA,NA,2,5,1,4,0,1,0.560197307,0
0,80,3,3,81,3,2,2,0,0,0,1,2.400000095,3,0,0,NA,4,3,71,2,1,1,1.08982963,1
NA,NA,2,2,NA,2,2,2,0,1,0,1,2,2,NA,NA,NA,4,3,NA,1,0,0,1.771620146,0
0,59,NA,NA,NA,2,1,2,0,0,0,0,2,NA,0,NA,NA,4,2,41,3,0,1,0.645919378,0
0,52,NA,NA,NA,3,2,3,0,0,0,0,2.200000048,NA,0,NA,NA,4,2,53,1,0,0,1.771620146,0
0,2,3,1,5,1,4,1,1,0,1,5,1,1,0,0,NA,7,5,94,4,0,1,0.533695785,0
0,56,2,1,NA,3,1,1,0,1,0,1,1,3,0,NA,NA,4,3,29,2,0,1,0.673352927,0
NA,51,1,1,1,3,3,2,0,0,0,1,2.599999905,2,0,0,NA,4,1,6,2,0,1,0.768467138,1
NA,8,4,1,23,2,4,2,0,1,1,4,4,2,0,0,NA,6,2,88,3,1,1,1.478697211,0
0,50,3,1,50,3,3,3,0,1,0,1,1,3,0,0,NA,2,2,5,1,1,1,1.33831975,0
0,65,NA,NA,NA,3,4,3,0,0,0,0,1.799999952,NA,0,NA,NA,4,4,46,2,1,0,0.404362455,0
0,0,2,2,2,2,3,2,1,0,1,4,1.399999976,2,0,0,NA,4,3,12,3,1,1,0.989740505,0
0,55,3,3,51,2,3,3,0,1,0,1,1,2,0,0,NA,4,1,35,3,0,0,0.49844038,0
0,50,1,1,71,3,1,3,0,0,1,4,3.799999952,3,NA,0,NA,3,5,NA,4,0,1,0.27103308,1
NA,1,1,1,6,1,1,1,1,0,0,1,1,1,NA,0,NA,4,2,1,2,1,1,0.633879479,0
NA,NA,1,1,NA,3,3,3,0,0,0,1,1,3,NA,NA,NA,4,0,NA,2,1,0,7.565815903,1
NA,73,2,2,9,3,3,3,1,0,1,4,4,2,0,0,NA,4,2,71,2,1,0,0.893212641,0
0,50,4,2,12,2,3,3,0,0,0,0,2.400000095,3,0,0,NA,4,3,53,3,0,0,0.52543673,1
0,20,2,2,24,2,2,3,0,1,0,3,1,2,0,0,NA,4,2,41,3,0,0,0.825210575,0
0,NA,2,2,18,1,1,1,0,0,0,1,1,1,NA,0,NA,4,1,1,2,1,0,0.545145965,1
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.145225947,0
NA,28,1,4,4,2,2,4,0,0,1,4,4.599999905,2,0,0,NA,1,3,2,3,0,0,0.320352782,1
NA,0,4,1,0,1,4,1,1,0,1,4,1,1,0,0,NA,7,5,100,3,0,1,0.77262596,0
0,93,1,1,100,4,1,2,0,0,1,4,1,4,0,0,NA,4,5,2,3,0,1,0.563061075,1
0,40,NA,NA,NA,2,3,2,0,0,0,0,1.399999976,NA,0,NA,NA,4,4,50,3,0,1,1.157601333,0
0,3,NA,NA,NA,2,1,1,0,0,0,0,4.400000095,NA,0,NA,NA,1,1,17,1,0,0,4.668477571,0
0,62,1,1,64,2,1,1,1,0,0,3,1.399999976,2,0,0,NA,2,1,67,3,0,0,0.98712173,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.385041565,0
NA,51,2,1,6,2,4,1,1,0,0,1,1.799999952,2,0,0,NA,4,5,100,2,1,1,0.633879479,0
0,NA,3,3,50,2,3,3,0,1,0,1,3,2,NA,0,NA,4,2,NA,3,0,0,0.68793115,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.714366243,0
0,30,3,3,47,2,1,1,0,1,0,2,2.599999905,2,0,0,NA,4,1,5,3,0,0,0.575094279,0
0,31,1,3,72,3,1,3,1,0,1,5,2.200000048,3,0,0,NA,6,5,12,3,0,1,0.328285446,0
NA,28,3,2,20,2,2,3,1,0,0,1,1,2,0,0,NA,4,3,71,3,0,0,1.256283783,0
0,13,4,1,21,2,4,1,0,0,1,4,2.799999952,2,0,0,NA,4,5,60,2,0,0,1.249715426,1
0,52,2,2,70,3,2,1,1,0,0,3,1,3,0,0,NA,4,4,0,2,1,0,4.134963821,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.469586228,0
0,51,1,1,50,2,1,3,0,1,1,5,4.199999809,2,0,0,NA,1,5,0,4,0,0,0.210214792,0
1,14,2,1,4,2,4,2,0,0,0,3,2.200000048,2,0,0,NA,7,3,15,2,1,1,0.743331713,1
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.671508516,0
0,0,2,1,3,1,4,1,1,0,1,4,1.399999976,2,0,0,NA,4,5,25,3,0,0,0.728829488,0
0,25,3,2,27,2,3,3,1,0,0,2,3,2,0,0,NA,4,2,72,4,0,0,0.781310679,0
0,80,1,2,70,3,2,3,1,0,1,5,2.599999905,3,0,0,NA,4,4,0,3,1,1,0.796794833,0
0,50,NA,NA,NA,1,2,1,0,0,0,0,3.200000048,NA,0,NA,NA,4,1,NA,1,0,0,1.771620146,0
0,21,2,1,6,2,1,1,1,0,0,2,1,2,0,0,NA,4,1,21,4,0,0,1.075884548,0
0,31,2,2,41,2,1,2,1,0,1,4,3.400000095,3,0,0,NA,4,5,40,3,0,1,0.839850809,0
0,10,3,2,30,3,3,2,1,0,0,2,2.799999952,2,0,0,NA,4,1,76,3,0,0,0.825210575,0
0,32,NA,NA,NA,2,3,3,0,0,0,0,3,NA,0,NA,NA,4,2,22,2,1,0,0.899284036,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.451888138,0
NA,59,2,2,14,3,2,2,0,0,0,1,3.599999905,3,0,0,NA,1,3,64,2,0,0,0.657773844,1
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.658250992,0
NA,75,NA,NA,NA,3,3,3,0,0,0,0,2.200000048,NA,0,NA,NA,4,2,97,3,0,0,0.825210575,0
NA,NA,3,4,88,2,2,3,1,0,0,2,2,3,NA,0,NA,4,5,NA,2,0,1,1.009925765,0
NA,5,NA,NA,NA,2,3,2,0,0,0,0,1,NA,0,NA,NA,2,5,10,4,0,1,0.331104571,0
0,3,2,2,12,1,2,3,0,1,0,3,1.200000048,1,NA,0,NA,4,1,8,2,0,0,0.401037211,0
0,50,1,2,85,3,2,3,1,0,0,3,1.399999976,3,0,0,NA,4,5,1,2,0,1,1.062462913,0
NA,19,2,2,10,2,3,3,1,0,0,2,1.399999976,1,0,0,NA,4,2,16,2,0,0,0.861194299,0
0,25,3,1,15,2,4,1,1,0,1,4,1,2,0,0,NA,7,3,99,4,0,0,0.609789218,0
0,88,NA,2,92,3,2,3,0,1,0,1,1,4,0,NA,NA,2,3,4,4,0,0,1.075884548,0
0,56,NA,NA,NA,1,2,2,0,0,0,0,3,NA,0,NA,NA,4,0,55,1,1,1,1.253347267,0
0,91,2,2,7,2,4,2,1,0,1,5,3,2,NA,0,NA,4,3,42,4,0,0,0.246559924,0
0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.178286861,0
0,5,1,1,4,2,2,3,0,1,1,5,4,2,0,0,NA,7,5,65,2,0,1,0.911812103,0
1,0,1,1,0,1,4,1,1,0,1,5,1,1,0,0,NA,6,5,40,3,0,1,0.432228905,0
0,90,1,1,80,4,3,1,0,1,1,5,2.799999952,3,0,0,NA,2,3,0,3,0,0,1.208556202,0
NA,20,4,1,1,2,4,2,0,1,1,5,3.799999952,2,0,0,NA,5,5,100,3,1,1,0.469461247,0
0,61,3,2,53,3,3,3,1,0,1,5,2.799999952,3,0,0,NA,4,2,30,4,1,1,0.95749566,0
0,49,2,2,49,3,2,2,0,1,1,4,3,4,0,0,NA,4,1,60,3,1,0,0.997692367,0
0,76,1,1,80,4,3,1,0,1,1,4,3.200000048,3,0,0,NA,2,5,2,3,1,1,0.573433245,0
NA,NA,2,2,NA,2,2,2,0,1,0,1,1,2,NA,NA,NA,5,1,NA,2,0,0,0.623978161,0
0,9,4,1,2,1,4,2,1,0,1,4,2.599999905,1,0,0,NA,7,2,100,3,0,0,0.98712173,0
0,31,2,2,2,2,4,2,0,0,1,5,1,2,0,0,NA,1,5,51,2,0,1,0.55592144,1
NA,3,2,2,12,2,2,2,0,0,1,4,1.600000024,2,0,0,NA,3,1,9,2,1,1,0.386469089,1
0,6,3,1,1,1,4,1,1,0,1,5,3.400000095,1,0,0,NA,6,5,78,2,0,0,0.89535472,0
NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,NA,NA,NA,NA,7,0,NA,1,1,0,5.118200084,0
NA,44,2,2,15,1,3,2,0,0,1,5,2.200000048,2,0,0,NA,4,5,16,3,1,1,0.585145067,1
NA,53,3,3,70,1,3,3,0,1,0,2,1,3,0,NA,NA,3,0,53,4,1,0,0.806338975,0
NA,33,4,2,35,2,4,1,0,0,1,5,3.799999952,2,0,0,NA,6,3,81,2,0,0,0.89535472,1
NA,70,3,3,29,2,3,3,1,0,1,5,1.399999976,1,0,NA,NA,4,1,47,2,0,0,1.382429087,0
NA,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,NA,4,1,0,1,0,0,1.163094349,0
0,38,2,2,41,3,3,3,0,0,0,2,2,3,0,0,NA,4,3,13,2,0,0,2.843824454,1
0,36,NA,NA,NA,2,3,2,0,0,0,0,2.400000095,NA,0,NA,NA,6,2,48,2,0,0,0.719938201,0
0,32,2,2,45,2,2,3,1,0,0,1,1,2,NA,0,NA,4,2,50,1,0,0,1.304363116,0
0,50,2,2,51,3,3,3,0,0,1,4,2,3,0,0,NA,4,3,34,4,0,1,0.582320285,1
